,,,,,,
Round,AI Rank,State,Institute,Course,Quota,Category
1,316,Karnataka,"KIMS, Hubli",MCh Urology,AIQ,GEN
1,316,Delhi,"GB Pant IPGMER, Delhi",DM Cardiology,AIQ,GEN
1,317,Rajasthan,"Bhagwan Mahavir Cancer, Jaipur",DrNB Surgical Oncology,AIQ,GEN
1,317,Tamil Nadu,"PrashanthHosp,Velachery,Chennai",DrNB Critical Care Medicine,AIQ,GEN
1,317,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",DM Endocrinology,AIQ,GEN
1,318,Maharashtra,"BVDU, Pune",DM Neonatology,AIQ,GEN
1,318,Uttar Pradesh,"Max SS Hosp, Ghaziabad",DrNB Medical Oncology,AIQ,GEN
1,318,Gujarat,"Zydus Hospital, Ahmedabad",DrNB Surgical Gastroenterology,AIQ,GEN
1,319,Delhi,"Fortis Escorts Heart, Okhla Rd",DrNB Cardiac Anaesthesia,AIQ,GEN
1,319,Uttar Pradesh,"KGMU, Lucknow",MCh Surgical Oncology,AIQ,GEN
1,319,Maharashtra,"PD Hinduja, Mumbai",DrNB Medical Gastroenterology,AIQ,GEN
1,319,Kerala,"Ananthapuri Hosp, Trivandrum",DrNB Critical Care Medicine,AIQ,GEN
1,319,Haryana,"Asian IMS, Faridabad",DrNB Medical Oncology,AIQ,GEN
1,320,Delhi,"Indraprastha Apollo Hosp,Delhi",DrNB Critical Care Medicine,AIQ,GEN
1,320,Odisha,"SCB, Cuttack",DM Medical Gastroenterology,AIQ,GEN
1,320,Gujarat,"HCG Cancer Cen,SG HW,Ahmedabad",DrNB Surgical Oncology,AIQ,GEN
1,321,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Nephrology,AIQ,GEN
1,321,West Bengal,"Apollo Gleneagles, Kolkata",DrNB Medical Oncology,AIQ,GEN
1,321,Haryana,"Medanta The Medicity, Gurgaon",DrNB Cardio Thoracic & Vascular Surgery,AIQ,GEN
1,321,Delhi,"Max SS Hosp, Saket, Delhi",DrNB Cardiac Anaesthesia,AIQ,GEN
1,322,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,322,Telangana,"Yashoda SS Hosp,Somajiguda,HYD",DrNB Surgical Gastroenterology,AIQ,GEN
1,323,Kerala,"Lakeshore Hospital, Kochi",DrNB Surgical Gastroenterology,AIQ,GEN
1,323,Kerala,"Medical College, Trivandrum",DM Nephrology,AIQ,GEN
1,324,Delhi,"Army Hospital (R&R), Delhi",DrNB Medical Oncology,AIQ,GEN
1,324,Karnataka,"NarayanaHrudyalaya,Bommasandra",DrNB Surgical Gastroenterology,AIQ,GEN
1,324,Odisha,"SCB, Cuttack",DM Medical Gastroenterology,AIQ,GEN
1,325,Kerala,"Ananthapuri Hosp, Trivandrum",DrNB Critical Care Medicine,AIQ,GEN
1,325,Kerala,"Govt Med Coll, Kottayam",DM Medical Gastroenterology,AIQ,GEN
1,325,Tamil Nadu,Chengalpattu Med Coll,MCh Surgical Oncology,AIQ,GEN
1,325,Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DrNB Neuro Anaesthesia & Critical Care,AIQ,GEN
1,326,Tamil Nadu,"CMC, Vellore",DM Nephrology,AIQ,GEN
1,326,Maharashtra,"Govt Med Coll, Aurangabad",DM Paediatric Oncology,AIQ,GEN
1,326,Telangana,"Yashoda SS Hosp,Somajiguda,HYD",DrNB Surgical Gastroenterology,AIQ,GEN
1,327,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Urology,AIQ,GEN
1,327,Karnataka,"NarayanaHrudyalaya,Bommasandra",DrNB Endocrinology,AIQ,GEN
1,328,Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DrNB Critical Care Medicine,AIQ,GEN
1,328,Telangana,"ESIC Med Coll, Sanath Nagar",DrNB Endocrinology,AIQ,GEN
1,328,Tamil Nadu,"Reg CancerCenter,Adyar,Chennai",MCh Surgical Oncology,AIQ,GEN
1,329,Telangana,"Rainbow Child,BanjaraHills,BLR",DrNB Paediatrics Cardiology,AIQ,GEN
1,329,Maharashtra,"Jupiter Hospital, Thane",DrNB Critical Care Medicine,AIQ,GEN
1,329,Bihar,"IGIMS, Patna",MCh Urology,AIQ,GEN
1,329,Andhra Pradesh,"Andhra Med Coll, Vizag",DM Endocrinology,AIQ,GEN
1,329,Telangana,"Rainbow Child,BanjaraHills,BLR",DrNB Paediatrics Cardiology,AIQ,GEN
1,330,Delhi,"Max SS Hosp, Saket, Delhi",DrNB Urology,AIQ,GEN
1,330,Karnataka,"Manipal Hospital,Malleshwaram",DrNB Critical Care Medicine,AIQ,GEN
1,330,Delhi,"GB Pant IPGMER, Delhi",DM Cardiology,AIQ,GEN
1,330,Tamil Nadu,"GKNM Hospital, Coimbatore",DrNB Medical Oncology,AIQ,GEN
1,330,Tamil Nadu,"Mehta MultiSpec Hosp, Chennai",DrNB Paediatric Intensive Care,AIQ,GEN
1,331,Tamil Nadu,"Southern Railway Hosp, Chennai",DrNB Cardiology,AIQ,GEN
1,331,Kerala,"Caritas Hospital, Kottayam",DrNB Medical Oncology,AIQ,GEN
1,331,Uttar Pradesh,"KGMU, Lucknow",MCh Urology,AIQ,GEN
1,332,Goa,"Goa Med Coll, Panaji",DM Endocrinology,AIQ,GEN
1,332,Rajasthan,"Bhagwan Mahavir Cancer, Jaipur",DrNB Surgical Oncology,AIQ,GEN
1,333,Maharashtra,"Deenanath Mangeshkar, Pune",DrNB Urology,AIQ,GEN
1,333,Maharashtra,"Deenanath Mangeshkar, Pune",DrNB Critical Care Medicine,AIQ,GEN
1,333,Telangana,"ESIC Med Coll, Sanath Nagar",DrNB Medical Oncology,AIQ,GEN
1,333,West Bengal,"RN Tagore (Cardiac), Kolkata",DrNB Paediatrics Cardiology,AIQ,GEN
1,333,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",DM Endocrinology,AIQ,GEN
1,334,Tamil Nadu,"CMC, Vellore",DM Nephrology,AIQ,GEN
1,334,Karnataka,"KIMS, Hubli",MCh Surgical Oncology,AIQ,GEN
1,334,Karnataka,"Apollo Hosp, Bannerghatta, BLR",DrNB Medical Oncology,AIQ,GEN
1,334,Maharashtra,"Jupiter Hospital, Thane",DrNB Critical Care Medicine,AIQ,GEN
1,334,Telangana,"Star Hospital, Hyderabad",DrNB Paediatrics Cardiology,AIQ,GEN
1,335,Telangana,"Yashoda Hosp,SPRd,Secunderabad",DrNB Critical Care Medicine,AIQ,GEN
1,335,Kerala,"Lakeshore Hospital, Kochi",DrNB Surgical Gastroenterology,AIQ,GEN
1,335,Rajasthan,"RNT, Udaipur",DM Endocrinology,AIQ,GEN
1,336,Andhra Pradesh,"Andhra Med Coll, Vizag",DM Medical Gastroenterology,AIQ,GEN
1,336,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Surgical Gastroenterology,AIQ,GEN
1,337,West Bengal,"Medical College, Kolkata",DM Endocrinology,AIQ,GEN
1,337,Uttar Pradesh,"Dr RML IMS, Lucknow",MCh Surgical Oncology,AIQ,GEN
1,338,Delhi,"VMMC, Delhi",MCh Cardio Thoracic & Vascular Surgery,AIQ,GEN
1,338,Kerala,"Medical College, Trivandrum",DM Neurology,AIQ,GEN
1,338,Maharashtra,"Deenanath Mangeshkar, Pune",DrNB Critical Care Medicine,AIQ,GEN
1,339,Tamil Nadu,"SRM Med Coll, Kancheepuram",DM Critical Care Medicine,AIQ,GEN
1,339,Maharashtra,"Sahyadri SS Hosp,Hadapsar,Pune",DrNB Medical Oncology,AIQ,GEN
1,339,Telangana,"Rainbow Child,BanjaraHills,BLR",DrNB Paediatrics Cardiology,AIQ,GEN
1,339,Kerala,"KIMS, Trivandrum",DrNB Surgical Gastroenterology,AIQ,GEN
1,339,Telangana,"ESIC Med Coll, Sanath Nagar",DrNB Clinical Immunology & Rheumatology,AIQ,GEN
1,340,Telangana,"Yashoda Hosp,SPRd,Secunderabad",DrNB Critical Care Medicine,AIQ,GEN
1,340,Bihar,"IGIMS, Patna",DM Nephrology,AIQ,GEN
1,340,Delhi,"Fortis Hosp,ShalimarBagh,Delhi",DrNB Medical Oncology,AIQ,GEN
1,340,Rajasthan,"SMS, Jaipur",MCh Urology,AIQ,GEN
1,341,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DrNB Medical Gastroenterology,AIQ,GEN
1,341,Uttar Pradesh,"KGMU, Lucknow",MCh Surgical Oncology,AIQ,GEN
1,341,Delhi,"Metro Hosp & Canc Inst, Delhi",DrNB Medical Oncology,AIQ,GEN
1,342,Rajasthan,"MGMC&H, Sitapur, Jaipur",DM Organ Transplant Anaesthesia & Critical Care,AIQ,GEN
1,342,Karnataka,"MS Ramaiah, Bangalore",DM Critical Care Medicine,AIQ,GEN
1,342,Delhi,"GB Pant IPGMER, Delhi",DM Cardiology,AIQ,GEN
1,342,Kerala,"Caritas Hospital, Kottayam",DrNB Medical Oncology,AIQ,GEN
1,343,Uttar Pradesh,"MLN Med Coll, Allahabad",DM Medical Gastroenterology,AIQ,GEN
1,344,Telangana,"NIMS Hospital, Hyderabad",DrNB Medical Gastroenterology,AIQ,GEN
1,344,Jharkhand,"Rani Hospital, Ranchi",DrNB Neonatology,AIQ,GEN
1,345,Karnataka,"JN Medical College, Belgaum",DM Neonatology,AIQ,GEN
1,345,Uttar Pradesh,"KGMU, Lucknow",MCh Urology,AIQ,GEN
1,345,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Medical Gastroenterology,AIQ,GEN
1,345,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DrNB Critical Care Medicine,AIQ,GEN
1,346,Rajasthan,"Bhagwan Mahavir Cancer, Jaipur",DrNB Surgical Oncology,AIQ,GEN
1,346,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DrNB Paediatrics Cardiology,AIQ,GEN
1,346,Delhi,"Max SS Hosp, Saket, Delhi",DrNB Cardiac Anaesthesia,AIQ,GEN
1,346,Haryana,"Asian IMS, Faridabad",DrNB Medical Oncology,AIQ,GEN
1,346,Tamil Nadu,"Madras Med Coll, Chennai",DM Neurology,AIQ,GEN
1,347,Gujarat,"MuljibhaiPatel Uro Inst,Nadiad",DrNB Urology,AIQ,GEN
1,347,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DrNB Medical Oncology,AIQ,GEN
1,347,Andhra Pradesh,"Andhra Med Coll, Vizag",DM Endocrinology,AIQ,GEN
1,348,Kerala,"MalabarCancerCentre,Thalassery",DrNB Surgical Oncology,AIQ,GEN
1,348,Karnataka,"HealthCare Global, Bangalore",DrNB Medical Oncology,AIQ,GEN
1,348,Maharashtra,"HurkisondasNurrotumdas, Mumbai",DrNB Critical Care Medicine,AIQ,GEN
1,348,Delhi,"GB Pant IPGMER, Delhi",DM Neurology,AIQ,GEN
1,349,Delhi,"VMMC, Delhi",MCh Neuro Surgery,AIQ,GEN
1,349,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Clinical Immunology & Rheumatology,AIQ,GEN
1,349,Uttar Pradesh,"Regency Hosp,A-4,Sarvodaya Nagar",DrNB Medical Oncology,AIQ,GEN
1,350,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,350,Andhra Pradesh,"SVICCAR, Zoo Park Road, Tirupati",DrNB Surgical Oncology,AIQ,GEN
1,350,Telangana,"Paramitha Child Hosp,Hyderabad",DrNB Paediatric Intensive Care,AIQ,GEN
1,351,Maharashtra,"Seth GS, Mumbai",DM Medical Gastroenterology,AIQ,GEN
1,351,Haryana,"Fortis Memorial RI, Gurgaon",DrNB Critical Care Medicine,AIQ,GEN
1,351,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DrNB Surgical Gastroenterology,AIQ,GEN
1,352,Punjab,"Max SS Hosp, Mohali",DrNB Critical Care Medicine,AIQ,GEN
1,352,Karnataka,"HealthCare Global, Bangalore",DrNB Medical Oncology,AIQ,GEN
1,352,Gujarat,"MuljibhaiPatel Uro Inst,Nadiad",DrNB Nephrology,AIQ,GEN
1,352,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DrNB Surgical Gastroenterology,AIQ,GEN
1,352,Karnataka,"Kasturba Med Coll, Manipal",DM Neonatology,AIQ,GEN
1,353,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DrNB Paediatrics Cardiology,AIQ,GEN
1,353,Jharkhand,"Tata Main Hospital, Jamshedpur",DrNB Critical Care Medicine,AIQ,GEN
1,353,Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DrNB Cardiac Anaesthesia,AIQ,GEN
1,353,Maharashtra,"Ruby Hall Clinic, Pune",DrNB Surgical Oncology,AIQ,GEN
1,353,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,354,Odisha,"SCB, Cuttack",DM Neurology,AIQ,GEN
1,354,Kerala,"Polakulath Narayanan, Kochi",DrNB Critical Care Medicine,AIQ,GEN
1,354,Haryana,"Metro Heart Inst, Faridabad",DrNB Medical Oncology,AIQ,GEN
1,354,Rajasthan,"Govt Med Coll, Kota",MCh Urology,AIQ,GEN
1,355,Haryana,"Medanta The Medicity, Gurgaon",DrNB Urology,AIQ,GEN
1,355,Gujarat,"Shree Krishna(ParamMedC),Anand",DrNB Cardiac Anaesthesia,AIQ,GEN
1,355,West Bengal,"RN Tagore (Cardiac), Kolkata",DrNB Critical Care Medicine,AIQ,GEN
1,355,Telangana,"AIG Hospital, Hyderabad",DrNB Medical Gastroenterology,AIQ,GEN
1,355,Andhra Pradesh,"MahatmaGandhi CancerHosp,Vizag",DrNB Medical Oncology,AIQ,GEN
1,356,Karnataka,"Sri Shankara Cancer Hosp, BLR",DrNB Medical Oncology,AIQ,GEN
1,356,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Endocrinology,AIQ,GEN
1,356,Rajasthan,"Bhagwan Mahavir Cancer, Jaipur",DrNB Surgical Oncology,AIQ,GEN
1,356,Karnataka,"Sri Shankara Cancer Hosp, BLR",DrNB Medical Oncology,AIQ,GEN
1,357,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Medical Gastroenterology,AIQ,GEN
1,357,Delhi,"Indraprastha Apollo Hosp,Delhi",DrNB Critical Care Medicine,AIQ,GEN
1,357,Maharashtra,"Kulkarni Uro-Surgery Inst,Pune",DrNB Urology,AIQ,GEN
1,358,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Nephrology,AIQ,GEN
1,358,Delhi,"Rajiv Gandhi Cancer Inst,Delhi",DrNB Surgical Oncology,AIQ,GEN
1,358,Odisha,"Vikash Multispec Hosp,Bargarh",DrNB Neonatology,AIQ,GEN
1,359,Haryana,"Medanta The Medicity, Gurgaon",DrNB Neuro Anaesthesia & Critical Care,AIQ,GEN
1,359,Karnataka,"St Johns Med Coll, Bangalore",DrNB Clinical Haematology,AIQ,GEN
1,359,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MCh Neuro Surgery,AIQ,GEN
1,360,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Endocrinology,AIQ,GEN
1,360,Haryana,"Fortis Memorial RI, Gurgaon",DrNB Critical Care Medicine,AIQ,GEN
1,360,Haryana,"Metro Heart Inst, Faridabad",DrNB Medical Oncology,AIQ,GEN
1,360,Tamil Nadu,"Dr Rela Inst, Chrompet,Chennai",DrNB Surgical Gastroenterology,AIQ,GEN
1,361,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Specialty Infectious Disease,AIQ,GEN
1,361,Punjab,"Max SS Hosp, Mohali",DrNB Critical Care Medicine,AIQ,GEN
1,361,Karnataka,"NarayanaHrudyalaya,Bommasandra",DrNB Medical Oncology,AIQ,GEN
1,361,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Urology,AIQ,GEN
1,362,Karnataka,"Apollo Hosp, Bannerghatta, BLR",DrNB Medical Oncology,AIQ,GEN
1,362,Haryana,"Pt BD Sharma, Rohtak",MCh Urology,AIQ,GEN
1,362,Andhra Pradesh,"Kurnool Med Coll, Kurnool",DM Endocrinology,AIQ,GEN
1,363,Rajasthan,"SMS, Jaipur",MCh Urology,AIQ,GEN
1,363,West Bengal,"Nilratan Sircar, Kolkata",DM Endocrinology,AIQ,GEN
1,363,Karnataka,"VIMS (Vydehi), Bangalore",DM Medical Oncology,AIQ,GEN
1,363,Telangana,"Citizen Spec Hosp, Hyderabad",DrNB Critical Care Medicine,AIQ,GEN
1,364,Bihar,"IGIMS, Patna",MCh Urology,AIQ,GEN
1,364,Karnataka,"VIMS (Vydehi), Bangalore",DM Medical Oncology,AIQ,GEN
1,364,Tamil Nadu,"Apollo Spec Hosp, Vanagaram",DrNB Critical Care Medicine,AIQ,GEN
1,364,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,365,Karnataka,"Sri Shankara Cancer Hosp, BLR",DrNB Surgical Oncology,AIQ,GEN
1,365,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,366,Uttar Pradesh,"KGMU, Lucknow",MCh Surgical Oncology,AIQ,GEN
1,366,Haryana,"Amrita Inst of MedSci,Faridabad",DrNB Paediatrics Cardiology,AIQ,GEN
1,366,Delhi,"Fortis Escorts Heart, Okhla Rd",DrNB Critical Care Medicine,AIQ,GEN
1,366,Uttar Pradesh,"SGPGI, Lucknow",DM Clinical Haematology,AIQ,GEN
1,366,Delhi,"Indraprastha Apollo Hosp,Delhi",DrNB Cardiac Anaesthesia,AIQ,GEN
1,367,Tamil Nadu,"Thangam Hospital, Namakkal",DrNB Medical Oncology,AIQ,GEN
1,367,Haryana,"Amrita Inst of MedSci,Faridabad",DrNB Cardiac Anaesthesia,AIQ,GEN
1,367,Maharashtra,"Grant Med Coll, Mumbai",MCh Urology,AIQ,GEN
1,367,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",DM Neurology,AIQ,GEN
1,367,Karnataka,"Kasturba Med Coll, Manipal",DM Neonatology,AIQ,GEN
1,368,Delhi,"Max SS Hosp, Saket, Delhi",DrNB Surgical Gastroenterology,AIQ,GEN
1,368,West Bengal,"IPGMER, Kolkata",DM Cardiology,AIQ,GEN
1,369,Uttar Pradesh,"KGMU, Lucknow",MCh Surgical Oncology,AIQ,GEN
1,369,West Bengal,"IPGMER, Kolkata",DM Nephrology,AIQ,GEN
1,369,Karnataka,"Sri Shankara Cancer Hosp, BLR",DrNB Medical Oncology,AIQ,GEN
1,370,Uttar Pradesh,"SGPGI, Lucknow",DM Nephrology,AIQ,GEN
1,370,Kerala,"Lakeshore Hospital, Kochi",DrNB Critical Care Medicine,AIQ,GEN
1,370,Gujarat,"MuljibhaiPatel Uro Inst,Nadiad",DrNB Urology,AIQ,GEN
1,371,Tamil Nadu,"Madras Med Coll, Chennai",DM Neurology,AIQ,GEN
1,371,Tamil Nadu,"Madras Med Coll, Chennai",DM Neurology,AIQ,GEN
1,372,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Urology,AIQ,GEN
1,373,Karnataka,"Kasturba Med Coll, Manipal",DM Critical Care Medicine,AIQ,GEN
1,373,West Bengal,"IPGMER, Kolkata",DM Cardiac Anaesthesia,AIQ,GEN
1,373,Tamil Nadu,"Madurai Med Coll, Madurai",DM Medical Gastroenterology,AIQ,GEN
1,373,Rajasthan,"Bhagwan Mahavir Cancer, Jaipur",DrNB Surgical Oncology,AIQ,GEN
1,374,West Bengal,"Nilratan Sircar, Kolkata",DM Cardiac Anaesthesia,AIQ,GEN
1,374,Tamil Nadu,"Reg CancerCenter,Adyar,Chennai",MCh Surgical Oncology,AIQ,GEN
1,374,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Neurology,AIQ,GEN
1,374,Maharashtra,"Aditya Birla Mem Hosp, Pune",DrNB Medical Oncology,AIQ,GEN
1,375,Karnataka,"VIMS (Vydehi), Bangalore",DM Medical Oncology,AIQ,GEN
1,375,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DrNB Surgical Gastroenterology,AIQ,GEN
1,375,Delhi,"Fortis Escorts Heart, Okhla Rd",DrNB Cardiac Anaesthesia,AIQ,GEN
1,375,Maharashtra,"Deenanath Mangeshkar, Pune",DrNB Critical Care Medicine,AIQ,GEN
1,375,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,376,Kerala,"Medical College, Trivandrum",DM Cardiology,AIQ,GEN
1,376,Telangana,"NIMS, Hyderabad",MCh Neuro Surgery,AIQ,GEN
1,377,Haryana,"Artemis Health Inst, Gurgaon",DrNB Critical Care Medicine,AIQ,GEN
1,377,Telangana,"Care Hospital, Banjara Hills",DrNB Endocrinology,AIQ,GEN
1,377,Karnataka,"Sri Shankara Cancer Hosp, BLR",DrNB Medical Oncology,AIQ,GEN
1,377,Gujarat,"MuljibhaiPatel Uro Inst,Nadiad",DrNB Urology,AIQ,GEN
1,378,Gujarat,"BJMC, Ahmedabad",DM Cardiology,AIQ,GEN
1,378,Uttar Pradesh,"SGPGI, Lucknow",MCh Endocrine Surgery,AIQ,GEN
1,378,Maharashtra,"Govt Med Coll, Aurangabad",DM Paediatric Oncology,AIQ,GEN
1,378,Karnataka,"VIMS (Vydehi), Bangalore",DM Medical Oncology,AIQ,GEN
1,379,Gujarat,"GR Doshi & KM Mehta, Ahmedabad",DM Nephrology,AIQ,GEN
1,379,Maharashtra,"Tata Memorial, Mumbai",MCh Plastic & Reconstructive Surgery,AIQ,GEN
1,379,Rajasthan,"National IMS&R, Jaipur",DM Critical Care Medicine,AIQ,GEN
1,380,Karnataka,"NarayanaHrudyalaya,Bommasandra",DrNB Medical Oncology,AIQ,GEN
1,380,Tamil Nadu,"SKS Hospital, Salem",DrNB Critical Care Medicine,AIQ,GEN
1,380,Delhi,"GB Pant IPGMER, Delhi",DM Neurology,AIQ,GEN
1,380,Karnataka,"Kasturba Med Coll, Manipal",DM Neonatology,AIQ,GEN
1,380,Maharashtra,"Seth GS, Mumbai",MCh Neuro Surgery,AIQ,GEN
1,381,Tamil Nadu,"CMC, Vellore",DM Cardiology,AIQ,GEN
1,382,Rajasthan,"MGMC&H, Sitapur, Jaipur",DM Cardiac Anaesthesia,AIQ,GEN
1,382,Maharashtra,"Aditya Birla Mem Hosp, Pune",DrNB Medical Oncology,AIQ,GEN
1,382,Delhi,"GB Pant IPGMER, Delhi",DM Cardiology,AIQ,GEN
1,382,Odisha,"IMS & SUM, Bhubaneswar",DM Neonatology,AIQ,GEN
1,383,Andhra Pradesh,"Kurnool Med Coll, Kurnool",DM Endocrinology,AIQ,GEN
1,383,Karnataka,"Inst of Nephro-Uro, Bangalore",MCh Urology,AIQ,GEN
1,384,Jammu and Kashmir,"Govt Med Coll Hosp,Karan Nagar",DrNB Medical Gastroenterology,AIQ,GEN
1,384,Gujarat,"Zydus Hospital, Ahmedabad",DrNB Surgical Gastroenterology,AIQ,GEN
1,385,Delhi,"Venkateshwar Hospital, Delhi",DrNB Medical Oncology,AIQ,GEN
1,385,Chhattisgarh,"SriSathyaSaiSanjeev,NavaRaipur",DrNB Paediatrics Cardiology,AIQ,GEN
1,385,Delhi,"Rajiv Gandhi Cancer Inst,Delhi",DrNB Clinical Haematology,AIQ,GEN
1,385,Rajasthan,"Bhagwan Mahavir Cancer, Jaipur",DrNB Surgical Oncology,AIQ,GEN
1,386,Odisha,"MKCG, Berhampur",DM Endocrinology,AIQ,GEN
1,386,Gujarat,"MuljibhaiPatel Uro Inst,Nadiad",DrNB Urology,AIQ,GEN
1,387,Gujarat,"Bharat Cancer Hospital, Surat",DrNB Surgical Oncology,AIQ,GEN
1,387,Telangana,"Gandhi Med Coll, Secunderabad",DM Medical Gastroenterology,AIQ,GEN
1,388,Tamil Nadu,"Thangam Hospital, Namakkal",DrNB Medical Oncology,AIQ,GEN
1,388,Karnataka,"Kasturba Med Coll, Manipal",DM Critical Care Medicine,AIQ,GEN
1,388,Karnataka,"Sri Jayadeva Instof Cardio,BLR",MCh Vascular Surgery,AIQ,GEN
1,388,Kerala,"Sree Sudheendra MedMiss, Kochi",DrNB Clinical Immunology & Rheumatology,AIQ,GEN
1,389,Karnataka,"Aster CMI Hospital, Bangalore",DrNB Medical Oncology,AIQ,GEN
1,389,Maharashtra,"Lilavati Hospital, Mumbai",DrNB Critical Care Medicine,AIQ,GEN
1,389,Kerala,"Rajagiri Hospital, Ernakulam",DrNB Surgical Gastroenterology,AIQ,GEN
1,389,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,390,Kerala,"Govt Med Coll, Kozhikode",DM Medical Gastroenterology,AIQ,GEN
1,390,Delhi,"Indraprastha Apollo Hosp,Delhi",DrNB Neuro Anaesthesia & Critical Care,AIQ,GEN
1,391,Haryana,"Medanta The Medicity, Gurgaon",DrNB Urology,AIQ,GEN
1,391,Karnataka,"Yenepoya MedCollHosp,Mangalore",DrNB Medical Oncology,AIQ,GEN
1,392,Haryana,"Paras Hospital, Gurgaon",DrNB Medical Oncology,AIQ,GEN
1,392,Haryana,"Pt BD Sharma, Rohtak",MCh Urology,AIQ,GEN
1,392,Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DrNB Neuro Anaesthesia & Critical Care,AIQ,GEN
1,392,Maharashtra,"Deenanath Mangeshkar, Pune",DrNB Critical Care Medicine,AIQ,GEN
1,393,Tamil Nadu,"CMC, Vellore",DM Infectious Disease,AIQ,GEN
1,393,Delhi,"Max SS Hosp, Saket, Delhi",DrNB Surgical Oncology,AIQ,GEN
1,393,Maharashtra,"Krishna IMS, Karad",DM Neuro Anaesthesia,AIQ,GEN
1,393,Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DrNB Medical Oncology,AIQ,GEN
1,394,Kerala,"Govt Med Coll, Kozhikode",DM Medical Gastroenterology,AIQ,GEN
1,394,Maharashtra,"Ruby Hall Clinic, Pune",DrNB Surgical Oncology,AIQ,GEN
1,394,Karnataka,"Aster CMI Hospital, Bangalore",DrNB Medical Oncology,AIQ,GEN
1,395,Telangana,"Care Hospital, Banjara Hills",DrNB Paediatrics Cardiology,AIQ,GEN
1,395,Delhi,"GB Pant IPGMER, Delhi",DM Cardiology,AIQ,GEN
1,395,West Bengal,"Calcutta Med Res Inst,Kolkata",DrNB Critical Care Medicine,AIQ,GEN
1,396,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DrNB Critical Care Medicine,AIQ,GEN
1,396,Telangana,"ESIC Med Coll,Sanath Nagar",MCh Urology,AIQ,GEN
1,396,Rajasthan,"SP Med Coll, Bikaner",DM Medical Gastroenterology,AIQ,GEN
1,397,Delhi,"Holy Family Hospital, Delhi",DrNB Critical Care Medicine,AIQ,GEN
1,397,West Bengal,"Nilratan Sircar, Kolkata",DM Endocrinology,AIQ,GEN
1,398,Kerala,"Medical College, Trivandrum",DM Neurology,AIQ,GEN
1,398,Delhi,"Fortis Escorts Heart, Okhla Rd",DrNB Critical Care Medicine,AIQ,GEN
1,398,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MCh Plastic & Reconstructive Surgery,AIQ,GEN
1,399,Karnataka,"Manipal Hosp, Whitefield, BLR",DrNB Critical Care Medicine,AIQ,GEN
1,399,Delhi,"Venkateshwar Hospital, Delhi",DrNB Medical Oncology,AIQ,GEN
1,399,Telangana,"NIMS Hospital, Hyderabad",DrNB Endocrinology,AIQ,GEN
1,399,Gujarat,"BT Savani Kidney Hosp, Rajkot",DrNB Urology,AIQ,GEN
1,400,Tamil Nadu,"CMC, Vellore",DM Endocrinology,AIQ,GEN
1,401,West Bengal,"Inst of NeuroSciences, Kolkata",DrNB Clinical Immunology & Rheumatology,AIQ,GEN
