Round,AI Rank,State,Institute,Course,Quota,Category
0,7808,Chhattisgarh,AIIMS Raipur,GENERAL SURGERY,AIIMS-All India,ST
0,7810,Rajasthan,AIIMS Jodhpur,PHYSIOLOGY,AIIMS-All India,SC
0,7812,Uttarakhand,AIIMS Rishikesh,PHYSIOLOGY,AIIMS-All India,OBC
0,7826,Assam,AIIMS Guwahati,PHYSIOLOGY,AIIMS-All India,OBC
0,7833,Bihar,AIIMS Patna,PATHOLOGY,AIIMS-All India,SC
0,7856,Uttar Pradesh,AIIMS Rai Bareli,MICROBIOLOGY,AIIMS-All India,OBC
0,7861,West Bengal,AIIMS Kalyani,PHARMACOLOGY,AIIMS-All India,OBC
0,7872,Andhra Pradesh,AIIMS Mangalagiri,PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8000,Gujarat,AIIMS Rajkot,FORENSIC MEDICINE,AIIMS-All India,EWS
0,8014,Madhya Pradesh,AIIMS Bhopal,PHARMACOLOGY,AIIMS-All India,EWS
0,8026,Delhi,AIIMS Delhi,PAEDIATRICS,AIIMS-All India,UR-PwD
0,8034,Andhra Pradesh,AIIMS Mangalagiri,FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8035,Gujarat,AIIMS Rajkot,FAMILY MEDICINE,AIIMS-All India,ST
0,8048,Delhi,AIIMS Delhi,ANAESTHESIOLOGY,AIIMS-All India,ST
0,8049,Punjab,AIIMS Bathinda,PHYSIOLOGY,AIIMS-All India,OBC
0,8052,Odisha,AIIMS Bhubaneswar,BIOCHEMISTRY,AIIMS-All India,OBC
0,8125,Delhi,AIIMS Delhi,BIOPHYSICS,AIIMS-All India,ST
0,8129,Pondicherry,JIPMER Puducherry,EMERGENCY MEDICINE,JIPMER-All India,ST
0,8161,Chhattisgarh,AIIMS Raipur,PATHOLOGY,AIIMS-All India,SC
0,8192,Chhattisgarh,AIIMS Raipur,PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8212,Maharashtra,AIIMS Nagpur,PMR,AIIMS-All India,SC
0,8350,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8361,Telangana,AIIMS Bibinagar,BIOCHEMISTRY,AIIMS-All India,OBC
0,8381,Pondicherry,JIPMER Puducherry,MICROBIOLOGY,JIPMER-All India,SC
0,8393,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-All India,OBC
0,8418,Delhi,AIIMS Delhi,PATHOLOGY,AIIMS-All India,ST
0,8442,Jammu and Kashmir,AIIMS Jammu,GENERAL SURGERY,AIIMS-All India,ST
0,8449,Assam,AIIMS Guwahati,PHARMACOLOGY,AIIMS-All India,OBC
0,8454,Pondicherry,JIPMER Puducherry,ANAESTHESIOLOGY,JIPMER-All India,ST
0,8503,Uttarakhand,AIIMS Rishikesh,MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8514,Chandigarh,PGIMER Chandigarh,ANAESTHESIOLOGY,PGIMER-All India,ST
0,8542,Odisha,AIIMS Bhubaneswar,RADIATION ONCOLOGY,AIIMS-All India,ST
0,8568,Assam,AIIMS Guwahati,MICROBIOLOGY,AIIMS-All India,OBC
0,8607,Uttar Pradesh,AIIMS Rai Bareli,PATHOLOGY,AIIMS-All India,SC
0,8687,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,OBC
0,8741,Assam,AIIMS Guwahati,BIOCHEMISTRY,AIIMS-All India,OBC
0,8799,Punjab,AIIMS Bathinda,FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,8803,Madhya Pradesh,AIIMS Bhopal,ANAESTHESIOLOGY,AIIMS-All India,ST
0,8820,Maharashtra,AIIMS Nagpur,MICROBIOLOGY,AIIMS-All India,EWS
0,8829,Himachal Pradesh,AIIMS Bilaspur Himachal,PATHOLOGY,AIIMS-All India,SC
0,8856,Chandigarh,PGIMER Chandigarh,PATHOLOGY,PGIMER-All India,ST
0,8872,Rajasthan,AIIMS Jodhpur,MICROBIOLOGY,AIIMS-All India,EWS
0,8946,Gujarat,AIIMS Rajkot,MICROBIOLOGY,AIIMS-All India,OBC
0,8965,Punjab,AIIMS Bathinda,GENERAL SURGERY,AIIMS-All India,ST
0,8978,Andhra Pradesh,AIIMS Mangalagiri,PATHOLOGY,AIIMS-All India,SC
0,8996,Madhya Pradesh,AIIMS Bhopal,BIOCHEMISTRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,9011,Chhattisgarh,AIIMS Raipur,OPHTHALMOLOGY,AIIMS-All India,ST
0,9024,Madhya Pradesh,AIIMS Bhopal,FORENSIC MEDICINE,AIIMS-All India,SC
0,9037,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,OBC
0,9063,Chhattisgarh,AIIMS Raipur,IHBT,AIIMS-All India,SC
0,9122,Rajasthan,AIIMS Jodhpur,PHARMACOLOGY,AIIMS-All India,SC
0,9124,Uttar Pradesh,AIIMS Rai Bareli,GENERAL SURGERY,AIIMS-All India,ST
0,9219,Andhra Pradesh,AIIMS Mangalagiri,PSYCHIATRY,AIIMS-All India,ST
0,9237,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-All India,OBC
0,9244,Maharashtra,AIIMS Nagpur,ENT,AIIMS-All India,ST
0,9279,Jammu and Kashmir,AIIMS Jammu,MICROBIOLOGY,AIIMS-All India,OBC
0,9336,Punjab,AIIMS Bathinda,MICROBIOLOGY,AIIMS-All India,SC
0,9351,Jammu and Kashmir,AIIMS Jammu,PATHOLOGY,AIIMS-All India,SC
0,9354,Uttar Pradesh,AIIMS Rai Bareli,BIOCHEMISTRY,AIIMS-All India,OBC
0,9426,Madhya Pradesh,AIIMS Bhopal,MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,9674,Chhattisgarh,AIIMS Raipur,PHYSIOLOGY,AIIMS-All India,OBC
0,9678,Uttar Pradesh,AIIMS Gorakhpur,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,SC
0,9693,Assam,AIIMS Guwahati,PMR,AIIMS-All India,SC
0,9797,Himachal Pradesh,AIIMS Bilaspur Himachal,IHBT,AIIMS-All India,SC
0,9834,Pondicherry,JIPMER Puducherry,ANATOMY,JIMPER-Inst. Pref,INST (JIPMER)
0,9886,Uttar Pradesh,AIIMS Rai Bareli,MICROBIOLOGY,AIIMS-All India,EWS
0,9914,Madhya Pradesh,AIIMS Bhopal,ANATOMY,AIIMS-All India,OBC
0,9938,Odisha,AIIMS Bhubaneswar,ENT,AIIMS-All India,ST
0,9940,Uttar Pradesh,AIIMS Rai Bareli,COMMUNITY MEDICINE,AIIMS-All India,SC
0,9991,West Bengal,AIIMS Kalyani,ENT,AIIMS-All India,ST
0,10065,Himachal Pradesh,AIIMS Bilaspur Himachal,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,SC
0,10100,Pondicherry,JIPMER Puducherry,DERMATOLOGY,JIPMER-All India,UR-PwD
0,10129,Pondicherry,JIPMER Puducherry,BIOCHEMISTRY,JIPMER-All India,SC
0,10384,Uttar Pradesh,AIIMS Gorakhpur,EMERGENCY MEDICINE,AIIMS-All India,ST
0,10425,Andhra Pradesh,AIIMS Mangalagiri,ENT,AIIMS-All India,ST
0,10430,Rajasthan,AIIMS Jodhpur,PATHOLOGY,AIIMS-All India,ST
0,10537,Telangana,AIIMS Bibinagar,ANATOMY,AIIMS-All India,OBC
0,10679,Chhattisgarh,AIIMS Raipur,ANAESTHESIOLOGY,AIIMS-All India,ST
0,10725,Odisha,AIIMS Bhubaneswar,FORENSIC MEDICINE,AIIMS-All India,SC
0,10874,Pondicherry,JIPMER Puducherry,BIOCHEMISTRY,JIPMER-All India,EWS
0,10918,Jammu and Kashmir,AIIMS Jammu,BIOCHEMISTRY,AIIMS-All India,OBC
0,10948,West Bengal,AIIMS Kalyani,PHARMACOLOGY,AIIMS-All India,EWS
0,11059,Uttar Pradesh,AIIMS Rai Bareli,PHYSIOLOGY,AIIMS-All India,EWS
0,11133,Chhattisgarh,AIIMS Raipur,BIOCHEMISTRY,AIIMS-All India,OBC
0,11257,Odisha,AIIMS Bhubaneswar,EMERGENCY MEDICINE,AIIMS-All India,ST
0,11267,Rajasthan,AIIMS Jodhpur,FAMILY MEDICINE,AIIMS-All India,ST
0,11270,Rajasthan,AIIMS Jodhpur,MICROBIOLOGY,AIIMS-All India,SC
0,11304,Uttar Pradesh,AIIMS Rai Bareli,FORENSIC MEDICINE,AIIMS-All India,SC
0,11312,Uttarakhand,AIIMS Rishikesh,MICROBIOLOGY,AIIMS-All India,ST
0,11406,Punjab,AIIMS Bathinda,ANATOMY,AIIMS-All India,OBC
0,11516,Punjab,AIIMS Bathinda,ANAESTHESIOLOGY,AIIMS-All India,ST
0,11556,Assam,AIIMS Guwahati,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,SC
0,11694,Madhya Pradesh,AIIMS Bhopal,PHYSIOLOGY,AIIMS-All India,SC
0,11705,Assam,AIIMS Guwahati,PHYSIOLOGY,AIIMS-All India,OBC
0,11807,Jammu and Kashmir,AIIMS Jammu,PHYSIOLOGY,AIIMS-All India,OBC
0,11933,Rajasthan,AIIMS Jodhpur,RADIO DIAGNOSIS,AIIMS-All India,UR-PwD
0,11955,West Bengal,AIIMS Kalyani,PHYSIOLOGY,AIIMS-All India,OBC
0,12025,Gujarat,AIIMS Rajkot,ANATOMY,AIIMS-All India,OBC
0,12073,Telangana,AIIMS Bibinagar,PHARMACOLOGY,AIIMS-All India,SC
0,12150,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,SC
0,12156,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,SC
0,12179,Pondicherry,JIPMER Puducherry,ANATOMY,JIPMER-All India,SC
0,12199,West Bengal,AIIMS Kalyani,ANAESTHESIOLOGY,AIIMS-All India,ST
0,12263,West Bengal,AIIMS Kalyani,ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,12331,Chhattisgarh,AIIMS Raipur,PHYSIOLOGY,AIIMS-All India,SC
0,12417,Delhi,AIIMS Delhi,PALLIATIVE MEDICINE,AIIMS-All India,ST
0,12963,Rajasthan,AIIMS Jodhpur,DERMATOLOGY,AIIMS-All India,OBC-PwD
0,13022,Chhattisgarh,AIIMS Raipur,ANATOMY,AIIMS-All India,OBC
0,13042,Chandigarh,PGIMER Chandigarh,PAEDIATRICS,PGIMER-All India,UR-PwD
0,13065,Odisha,AIIMS Bhubaneswar,BIOCHEMISTRY,AIIMS-All India,SC
0,13097,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,SC
0,13170,Uttar Pradesh,AIIMS Rai Bareli,ANATOMY,AIIMS-All India,OBC
0,13217,Uttar Pradesh,AIIMS Gorakhpur,MICROBIOLOGY,AIIMS-All India,SC
0,13426,Andhra Pradesh,AIIMS Mangalagiri,RADIATION ONCOLOGY,AIIMS-All India,ST
0,13735,Uttarakhand,AIIMS Rishikesh,ANATOMY,AIIMS-All India,SC
0,14076,Assam,AIIMS Guwahati,PATHOLOGY,AIIMS-All India,ST
0,14174,Delhi,AIIMS Delhi,OPHTHALMOLOGY,AIIMS-All India,UR-PwD
0,14217,Maharashtra,AIIMS Nagpur,PHARMACOLOGY,AIIMS-All India,SC
0,14259,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,EWS
0,14282,Telangana,AIIMS Bibinagar,BIOCHEMISTRY,AIIMS-All India,EWS
0,14408,Chhattisgarh,AIIMS Raipur,ANATOMY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,14411,Delhi,AIIMS Delhi,GENERAL SURGERY,AIIMS-All India,UR-PwD
0,14542,Delhi,AIIMS Delhi,COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,14775,Telangana,AIIMS Bibinagar,PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,14938,Chhattisgarh,AIIMS Raipur,ANATOMY,AIIMS-All India,SC
0,15062,Andhra Pradesh,AIIMS Mangalagiri,BIOCHEMISTRY,AIIMS-All India,EWS
0,15066,Uttar Pradesh,AIIMS Rai Bareli,PMR,AIIMS-All India,ST
0,15282,Telangana,AIIMS Bibinagar,BIOCHEMISTRY,AIIMS-All India,SC
0,15289,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,EWS
0,15487,Uttarakhand,AIIMS Rishikesh,BIOCHEMISTRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,15545,Chhattisgarh,AIIMS Raipur,BIOCHEMISTRY,AIIMS-All India,SC
0,15594,Jharkhand,AIIMS Deoghar,PHARMACOLOGY,AIIMS-All India,SC
0,15621,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,EWS
0,15815,West Bengal,AIIMS Kalyani,BIOCHEMISTRY,AIIMS-All India,SC
0,15839,Jammu and Kashmir,AIIMS Jammu,PHARMACOLOGY,AIIMS-All India,SC
0,16040,Rajasthan,AIIMS Jodhpur,MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,16207,Punjab,AIIMS Bathinda,ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,16503,Chandigarh,PGIMER Chandigarh,IHBT,PGIMER-All India,ST
0,16505,Madhya Pradesh,AIIMS Bhopal,IHBT,AIIMS-All India,ST
0,16558,Odisha,AIIMS Bhubaneswar,ANATOMY,AIIMS-All India,SC
0,16802,Jharkhand,AIIMS Deoghar,PMR,AIIMS-All India,ST
0,16872,Uttarakhand,AIIMS Rishikesh,BIOCHEMISTRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,17017,Uttar Pradesh,AIIMS Rai Bareli,ANATOMY,AIIMS-All India,SC
0,17235,West Bengal,AIIMS Kalyani,IHBT,AIIMS-All India,ST
0,17610,West Bengal,AIIMS Kalyani,PATHOLOGY,AIIMS-All India,ST
0,18038,West Bengal,AIIMS Kalyani,COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,18108,Rajasthan,AIIMS Jodhpur,COMMUNITY MEDICINE,AIIMS-All India,ST
0,18204,Madhya Pradesh,AIIMS Bhopal,PAEDIATRICS,AIIMS-All India,UR-PwD
0,18244,Assam,AIIMS Guwahati,PHYSIOLOGY,AIIMS-All India,EWS
0,18464,Uttarakhand,AIIMS Rishikesh,GENERAL SURGERY,AIIMS-All India,UR-PwD
0,18525,Uttarakhand,AIIMS Rishikesh,PHARMACOLOGY,AIIMS-All India,ST
0,18609,West Bengal,AIIMS Kalyani,BIOCHEMISTRY,AIIMS-All India,EWS
0,18758,Delhi,AIIMS Delhi,BIOCHEMISTRY,AIIMS-All India,ST
0,18907,Odisha,AIIMS Bhubaneswar,ANATOMY,AIIMS-All India,EWS
0,18934,Chhattisgarh,AIIMS Raipur,MICROBIOLOGY,AIIMS-All India,ST
0,19244,Pondicherry,JIPMER Puducherry,BIOCHEMISTRY,JIPMER-All India,ST
0,19450,Maharashtra,AIIMS Nagpur,GENERAL SURGERY,AIIMS-All India,UR-PwD
0,19545,West Bengal,AIIMS Kalyani,ORTHOPAEDICS,AIIMS-All India,UR-PwD
0,19557,Assam,AIIMS Guwahati,GENERAL MEDICINE,AIIMS-All India,UR-PwD
0,19800,Madhya Pradesh,AIIMS Bhopal,FORENSIC MEDICINE,AIIMS-All India,ST
0,19860,Madhya Pradesh,AIIMS Bhopal,ANATOMY,AIIMS-All India,EWS
0,20074,Chandigarh,PGIMER Chandigarh,RADIO DIAGNOSIS,PGIMER-All India,OBC-PwD
0,20185,Assam,AIIMS Guwahati,BIOCHEMISTRY,AIIMS-All India,EWS
0,20563,Maharashtra,AIIMS Nagpur,PHYSIOLOGY,AIIMS-All India,SC
0,20837,Delhi,AIIMS Delhi,FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,20910,Delhi,AIIMS Delhi,ANATOMY,AIIMS-All India,ST
0,20963,Andhra Pradesh,AIIMS Mangalagiri,ANATOMY,AIIMS-All India,SC
0,21003,Jharkhand,AIIMS Deoghar,BIOCHEMISTRY,AIIMS-All India,SC
0,21017,Chandigarh,PGIMER Chandigarh,GENERAL SURGERY,PGIMER-All India,UR-PwD
0,21188,Chandigarh,PGIMER Chandigarh,PHARMACOLOGY,PGIMER-All India,ST
0,21633,Telangana,AIIMS Bibinagar,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,ST
0,21744,Andhra Pradesh,AIIMS Mangalagiri,PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,21809,Uttar Pradesh,AIIMS Rai Bareli,PHYSIOLOGY,AIIMS-All India,SC
0,21968,Jammu and Kashmir,AIIMS Jammu,PHYSIOLOGY,AIIMS-All India,SC
0,22304,Uttar Pradesh,AIIMS Rai Bareli,COMMUNITY MEDICINE,AIIMS-All India,ST
0,22359,Uttarakhand,AIIMS Rishikesh,PAEDIATRICS,AIIMS-All India,UR-PwD
0,22712,Assam,AIIMS Guwahati,ANATOMY,AIIMS-All India,SC
0,23465,Rajasthan,AIIMS Jodhpur,ANATOMY,AIIMS-All India,ST
0,23484,West Bengal,AIIMS Kalyani,MICROBIOLOGY,AIIMS-All India,ST
0,23576,Karnataka,NIMHANS Bangalore,PSYCHIATRY,NIMHANS-NE Domicile,UR-PwD-North East Domicile
0,23856,Gujarat,AIIMS Rajkot,PHYSIOLOGY,AIIMS-All India,EWS
0,25027,Odisha,AIIMS Bhubaneswar,FORENSIC MEDICINE,AIIMS-All India,ST
0,25069,Jammu and Kashmir,AIIMS Jammu,ANATOMY,AIIMS-All India,EWS
0,25243,Odisha,AIIMS Bhubaneswar,PHYSIOLOGY,AIIMS-All India,ST
0,25325,West Bengal,AIIMS Kalyani,FORENSIC MEDICINE,AIIMS-All India,ST
0,25450,Pondicherry,JIPMER Puducherry,PHYSIOLOGY,JIPMER-All India,ST
0,25642,Delhi,AIIMS Delhi,MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,25887,Delhi,AIIMS Delhi,PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,25899,Madhya Pradesh,AIIMS Bhopal,PHYSIOLOGY,AIIMS-All India,ST
0,26688,Jammu and Kashmir,AIIMS Jammu,PHYSIOLOGY,AIIMS-All India,ST
0,27363,Chandigarh,PGIMER Chandigarh,PATHOLOGY,PGIMER-All India,UR-PwD
0,27493,Himachal Pradesh,AIIMS Bilaspur Himachal,PAEDIATRICS,AIIMS-All India,UR-PwD
0,27513,Delhi,AIIMS Delhi,EMERGENCY MEDICINE,AIIMS-All India,OBC-PwD
0,28009,Delhi,AIIMS Delhi,OPHTHALMOLOGY,AIIMS-All India,UR-PwD
0,28479,Pondicherry,JIPMER Puducherry,TBRD,JIPMER-All India,OBC-PwD
0,28543,Punjab,AIIMS Bathinda,BIOCHEMISTRY,AIIMS-All India,ST
0,29082,Gujarat,AIIMS Rajkot,BIOCHEMISTRY,AIIMS-All India,ST
0,29336,Chhattisgarh,AIIMS Raipur,PATHOLOGY,AIIMS-All India,OBC-PwD
0,29426,Odisha,AIIMS Bhubaneswar,ANATOMY,AIIMS-All India,ST
0,29767,Himachal Pradesh,AIIMS Bilaspur Himachal,BIOCHEMISTRY,AIIMS-All India,ST
0,29872,Assam,AIIMS Guwahati,ANATOMY,AIIMS-All India,ST
0,30950,Madhya Pradesh,AIIMS Bhopal,GENERAL SURGERY,AIIMS-All India,UR-PwD
0,31118,Jharkhand,AIIMS Deoghar,COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR-PwD
1,1,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,UR
1,2,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-All India,UR
1,3,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,UR
1,4,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,UR
1,5,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-All India,UR
1,6,Rajasthan,AIIMS Jodhpur,RADIO DIAGNOSIS,AIIMS-All India,UR
1,7,Karnataka,NIMHANS Bangalore,NEUROSURGERY 6 YRS,NIMHANS-All India,UR
1,9,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-All India,OBC
1,10,Rajasthan,AIIMS Jodhpur,RADIO DIAGNOSIS,AIIMS-All India,UR
1,11,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,UR
1,12,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,13,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,UR
1,14,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,15,Delhi,AIIMS Delhi,PAEDIATRICS,AIIMS-All India,UR
1,16,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,17,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-All India,OBC
1,18,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,OBC
1,19,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,20,Delhi,AIIMS Delhi,PAEDIATRICS,AIIMS-All India,UR
1,21,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,22,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,24,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,25,Pondicherry,JIPMER Puducherry,RADIO DIAGNOSIS,JIPMER-All India,OBC
1,26,Madhya Pradesh,AIIMS Bhopal,RADIO DIAGNOSIS,AIIMS-All India,UR
1,27,Uttarakhand,AIIMS Rishikesh,RADIO DIAGNOSIS,AIIMS-All India,UR
1,28,Madhya Pradesh,AIIMS Bhopal,RADIO DIAGNOSIS,AIIMS-All India,UR
1,29,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,30,Delhi,AIIMS Delhi,PAEDIATRICS,AIIMS-All India,UR
1,31,Madhya Pradesh,AIIMS Bhopal,RADIO DIAGNOSIS,AIIMS-All India,UR
1,32,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,OBC
1,33,Pondicherry,JIPMER Puducherry,RADIO DIAGNOSIS,JIPMER-All India,UR
1,34,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-All India,EWS
1,35,Pondicherry,JIPMER Puducherry,RADIO DIAGNOSIS,JIPMER-All India,UR
1,36,Uttarakhand,AIIMS Rishikesh,GENERAL MEDICINE,AIIMS-All India,UR
1,37,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,OBC
1,38,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,UR
1,39,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,OBC
1,40,Chandigarh,PGIMER Chandigarh,DERMATOLOGY,PGIMER-All India,UR
1,41,Maharashtra,AIIMS Nagpur,RADIO DIAGNOSIS,AIIMS-All India,UR
1,42,Chhattisgarh,AIIMS Raipur,GENERAL MEDICINE,AIIMS-All India,UR
1,44,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,45,Odisha,AIIMS Bhubaneswar,GENERAL MEDICINE,AIIMS-All India,UR
1,46,Pondicherry,JIPMER Puducherry,GENERAL MEDICINE,JIPMER-All India,UR
1,47,Pondicherry,JIPMER Puducherry,RADIO DIAGNOSIS,JIMPER-Inst. Pref,INST (JIPMER)
1,48,Madhya Pradesh,AIIMS Bhopal,RADIO DIAGNOSIS,AIIMS-All India,EWS
1,49,Delhi,AIIMS Delhi,OBG,AIIMS-All India,UR
1,50,Bihar,AIIMS Patna,RADIO DIAGNOSIS,AIIMS-All India,UR
1,51,Rajasthan,AIIMS Jodhpur,GENERAL MEDICINE,AIIMS-All India,UR
1,53,Madhya Pradesh,AIIMS Bhopal,GENERAL MEDICINE,AIIMS-All India,UR
1,54,Uttarakhand,AIIMS Rishikesh,GENERAL MEDICINE,AIIMS-All India,UR
1,55,Delhi,AIIMS Delhi,INECTIOUS DISEASES 6 YRS,AIIMS-All India,UR
1,56,Chandigarh,PGIMER Chandigarh,DERMATOLOGY,PGIMER-All India,UR
1,57,Delhi,AIIMS Delhi,GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,58,Delhi,AIIMS Delhi,NEUROSURGERY 6 YRS,AIIMS-All India,UR
1,59,Chandigarh,PGIMER Chandigarh,PAEDIATRICS,PGIMER-All India,UR
1,60,Delhi,AIIMS Delhi,RADIO DIAGNOSIS,AIIMS-All India,OBC
1,61,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,SC
1,62,Uttarakhand,AIIMS Rishikesh,GENERAL MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,63,Delhi,AIIMS Delhi,DERMATOLOGY,AIIMS-All India,OBC
1,64,Pondicherry,JIPMER Puducherry,GENERAL MEDICINE,JIMPER-Inst. Pref,INST (JIPMER)
1,65,Karnataka,NIMHANS Bangalore,NEUROSURGERY 6 YRS,NIMHANS-All India,UR
1,66,Chandigarh,PGIMER Chandigarh,PAEDIATRICS,PGIMER-All India,UR
1,67,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,69,Rajasthan,AIIMS Jodhpur,DERMATOLOGY,AIIMS-All India,UR
1,70,Pondicherry,JIPMER Puducherry,GENERAL MEDICINE,JIPMER-All India,UR
1,71,Madhya Pradesh,AIIMS Bhopal,GENERAL MEDICINE,AIIMS-All India,UR
1,72,Chandigarh,PGIMER Chandigarh,GENERAL MEDICINE,PGIMER-All India,OBC
1,74,Chandigarh,PGIMER Chandigarh,PAEDIATRICS,PGIMER-All India,UR
1,75,Chandigarh,PGIMER Chandigarh,PAEDIATRICS,PGIMER-All India,UR
1,76,Chandigarh,PGIMER Chandigarh,OBG,PGIMER-All India,UR
1,77,Punjab,AIIMS Bathinda,RADIO DIAGNOSIS,AIIMS-All India,UR
1,78,Rajasthan,AIIMS Jodhpur,GENERAL MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,79,Punjab,AIIMS Bathinda,GENERAL MEDICINE,AIIMS-All India,UR
1,80,Chhattisgarh,AIIMS Raipur,GENERAL MEDICINE,AIIMS-All India,UR
1,81,Pondicherry,JIPMER Puducherry,GENERAL MEDICINE,JIPMER-All India,OBC
1,82,Pondicherry,JIPMER Puducherry,PAEDIATRICS,JIMPER-Inst. Pref,INST (JIPMER)
1,83,Punjab,AIIMS Bathinda,GENERAL MEDICINE,AIIMS-All India,UR
1,84,Delhi,AIIMS Delhi,GENERAL MEDICINE,AIIMS-All India,SC
1,85,Chhattisgarh,AIIMS Raipur,GENERAL MEDICINE,AIIMS-All India,OBC
1,86,Delhi,AIIMS Delhi,BIOPHYSICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,87,Rajasthan,AIIMS Jodhpur,GENERAL SURGERY,AIIMS-All India,UR
1,88,Chandigarh,PGIMER Chandigarh,RADIO DIAGNOSIS,PGIMER-All India,OBC
1,89,West Bengal,AIIMS Kalyani,GENERAL MEDICINE,AIIMS-All India,UR
1,90,Chandigarh,PGIMER Chandigarh,OBG,PGIMER-All India,UR
1,92,Chandigarh,PGIMER Chandigarh,RADIO DIAGNOSIS,PGIMER-All India,OBC
